review_text,rating,Time,cleaned_review
"I ordered the Sour Apple twists and they were delicious!  Very dense and chewy.  I expected them to be more artificial-tasting, almost like Sour Straws, but they were quite fruity.  These are worth the extra cost.",5,1235952000,ordered sour apple twists delicious dense chewy expected artificialtasting almost like sour straws quite fruity worth extra cost
"Absolutely my favorite bread! Bake it weekly. Cannot find this product in my local grocery stores. Since I starting using this mix, have not purchased a single loaf of store bought bread. Nothing better than freshly baked bread and this mix is so simple to use and a money saver in the hot summers of Texas with no oven heat running up the AC bill while baking this in the bread machine.",5,1273276800,absolutely favorite bread bake weekly cannot find product local grocery stores since starting using mix purchased single loaf store bought bread nothing better freshly baked bread mix simple use money saver hot summers texas oven heat running ac bill baking bread machine
"I started taking three capsules three times a day less than a week ago and my milk production has almost doubled! I take it with two capsules of Blessed Thistle as well. This has been like a miracle for me. My milk decreased after going back to work and I was getting so frustrated and defeated. I'm so glad I tried this! I also got a new set of shields for my pump that fit better. Try this combination if you've seen your milk production decrease, it works!",5,1323734400,started taking three capsules three times day less week ago milk production almost doubled take two capsules blessed thistle well like miracle milk decreased going back work getting frustrated defeated im glad tried also got new set shields pump fit better try combination youve seen milk production decrease works
This is a thirst quencer. The price was right and I'm glad I purchased it. No compliants.,5,1250553600,thirst quencer price right im glad purchased compliants
"I bought this based on the good product reviews. Quality and freshness was good but the Couscous has no flavor at all. It's bland but I can eat it since it's like mush or dry barley. I add it to soup or to lettuce with soy sauce and Parmesan cheese, good as a soup too. Also is better when cold.<br /><br />I bought Couscous at a local health nut store that has great taste by itself so I know Couscous should be flavorful at least outside of India or Iceland.<br /><br />I bought 30 boxes of the stuff so it will be not fun to eat.<br /><br />UPDATE:  I Found mold clumps (mold + Couscous) at the bottom of the inside of all my boxes.  I emailed Hodgson Mill and they tried to blame Amazon.<br /><br />They didn't stand behind their product nor seemed to care at all.  They sent me 5 .35 cent coupons for my next purchase (!).  I also had problems with Weevils (A weevil is a beetle.  Weevils are often found in dry foods including nuts and seeds, cereal and grain products, such as pancake mix) in their  Macaroni & Cheese Dinner Boxes.<br /><br />I won't be buying from Hodgson Mill EVER AGAIN.",1,1271548800,bought based good product reviews quality freshness good couscous flavor bland eat since like mush dry barley add soup lettuce soy sauce parmesan cheese good soup also better coldbr br bought couscous local health nut store great taste know couscous flavorful least outside india icelandbr br bought boxes stuff fun eatbr br update found mold clumps mold couscous bottom inside boxes emailed hodgson mill tried blame amazonbr br didnt stand behind product seemed care sent cent coupons next purchase also problems weevils weevil beetle weevils often found dry foods including nuts seeds cereal grain products pancake mix macaroni cheese dinner boxesbr br wont buying hodgson mill ever
"The younger members of dream factory have taken a liking to mozzarella cheese sticks.  We don't frequent restaurants often.  So we tried these here TGI  Fridays sticks.<br /><br />What a grand disappointment.<br />  A disappointment at many levels:<br />A). Chinzy on the cheese.  Mostly breading.<br />B). After numerous attempts the sticks always leak, and your left with a half empty shell in a cheese glue pool.<br />C). In order to crisp up the breading crust you have to keep em in long enough, but then that allows for the cheese to leak out.  So it's either a under crisped stick or a half empty one.<br />D). The overall yum yum taste just isn't there.<br /><br />The king of mozzarella cheese sticks is at the fast food joint 'Sonic'.  But they don't cater to the make it at home crowd.",1,1349222400,younger members dream factory taken liking mozzarella cheese sticks dont frequent restaurants often tried tgi fridays sticksbr br grand disappointmentbr disappointment many levelsbr chinzy cheese mostly breadingbr b numerous attempts sticks always leak left half empty shell cheese glue poolbr c order crisp breading crust keep em long enough allows cheese leak either crisped stick half empty onebr overall yum yum taste isnt therebr br king mozzarella cheese sticks fast food joint sonic dont cater make home crowd
"Having this product at home by the case saves me from making a special trip to the oriental grocery store. I was, and am, absolutely delighted with these noodles. They cook well, though they take a light hand.",5,1344470400,product home case saves making special trip oriental grocery store absolutely delighted noodles cook well though take light hand
"The only flavor we could stand was the barbecue (which was the reason we purchased them in the first place)!  I had to give the others away!!!  I won't be buying this again for lunches although the size/packaging was great.  I just wish the other flavors tasted better (plain, salt, pepper, etc., weren't really kid-friendly).",2,1335052800,flavor could stand barbecue reason purchased first place give others away wont buying lunches although sizepackaging great wish flavors tasted better plain salt pepper etc werent really kidfriendly
"I bought this shampoo and conditioner after being lured in by the commercials. I was able to buy them at WalMart for a very cheap price($4.75 a piece). That is the ONLY positive thing I have to say about this shampoo and conditioner.<br />After using them I noticed that my hair looked a little funky(I color my hair, and it looked a lot lighter...and somewhat nappy). I blew it dry and almost cried. My colored hair(which is normally shiny and sleek) was at least 2 shades lighter...no shine whatsoever, and was gummy:( I was so disappointed. So I would caution any one who is contemplating buying this product, and advise them to pass this one by. It does NOT do what the commercials say it will do, and actually harmed my hair.",1,1337731200,bought shampoo conditioner lured commercials able buy walmart cheap price piece positive thing say shampoo conditionerbr using noticed hair looked little funkyi color hair looked lot lighterand somewhat nappy blew dry almost cried colored hairwhich normally shiny sleek least shades lighterno shine whatsoever gummy disappointed would caution one contemplating buying product advise pass one commercials say actually harmed hair
This is the best we have ever tried.  We have ordered twice now.  We even sent some to our best friends!,5,1280275200,best ever tried ordered twice even sent best friends
"I rescued two puppies with a slew of health problems (mange, allergies, etc. etc.) Neither the vet nor myself could figure out why they were sick until we realized that it could be their food.  I was feeding them what I thought was high quality (Nutro), but it was tearing up their stomachs.  A fellow dog lover recommended Natural Balance and they've been on it ever since.  Two years with nearly no vomiting or soft stools.  I am very thankful for Natural Balance and recommend it to anyone who owns pets with allergies or stomach sensitivity.  Or anyone just looking for a healthy alternative at a great price.",5,1298764800,rescued two puppies slew health problems mange allergies etc etc neither vet could figure sick realized could food feeding thought high quality nutro tearing stomachs fellow dog lover recommended natural balance theyve ever since two years nearly vomiting soft stools thankful natural balance recommend anyone owns pets allergies stomach sensitivity anyone looking healthy alternative great price
"The plant was beautiful and strong, and still is. Planting instructions weren't clear, however, and we used the wrong soil at first. I had to go online to find the correct soil to plant her in. She needed Cactus/Palm Tree/Citrus soil. Other than that, things are great.",5,1283817600,plant beautiful strong still planting instructions werent clear however used wrong soil first go online find correct soil plant needed cactuspalm treecitrus soil things great
"Tastes like the old school taffy I used to get as a kid, just the right amt of chewy and sweet. Low in fat too, but not a health food by any means so it's my only indulgence.",4,1269561600,tastes like old school taffy used get kid right amt chewy sweet low fat health food means indulgence
For those who like the BIG BOLD taste of coffee there is nothing better than Emerils for K-Cup users! And Amazon makes it so easy with their great deals!  Buy some today!  You won't regret it!,5,1295308800,like big bold taste coffee nothing better emerils kcup users amazon makes easy great deals buy today wont regret
"I have tried other protein shakes and have given up on them because they were disgusting and messy. This is the first protein shake that I drink every morning before I go to the gym and I enjoy it. It keeps me from feeling hunger & it gives me the necessary energy to keep going. I especially love to mix milk with a tablespoon of Sugar Free ""International delight"" & a bit of cooled brewed coffee. Its also makes a great hot coffee drink. The trick so it doesn't get lumpy when heated is to mix the powder as best as you can before putting it in the microwave. Its simply Delicious! I love it! Plus I have signed up to have ""Click Espresso Protein Drink"" delivered monthly to my door. That way I never run out.",5,1309305600,tried protein shakes given disgusting messy first protein shake drink every morning go gym enjoy keeps feeling hunger gives necessary energy keep going especially love mix milk tablespoon sugar free international delight bit cooled brewed coffee also makes great hot coffee drink trick doesnt get lumpy heated mix powder best putting microwave simply delicious love plus signed click espresso protein drink delivered monthly door way never run
"This was a great buy. I had never had this item and bought them for a circus party for my twins. Everyone loved them they were so good, not too sweet. Perfect i will be getting them again...and very fast shipping!!",5,1298160000,great buy never item bought circus party twins everyone loved good sweet perfect getting againand fast shipping
"I have tried all three flavors and Spicy Ranchero is by far my favorite.  It's best on beef but I like it on chicken as well.  It's worked out really well for getting Taco Bell drive through tacos, which is mainly what I've used it for.  I've also used it mixed with a little fat free sour cream for a taco salad topping.  The taste reminds me a lot of the sauce on Taco Bell chalupas.  The serving size is huge, you can use a lot less than 1 ounce -- more like 4-5 drops per taco.  If you want to try a Taco Bell sauce, I recommend trying this one first, it's the most delicious and very versatile.",5,1317168000,tried three flavors spicy ranchero far favorite best beef like chicken well worked really well getting taco bell drive tacos mainly ive used ive also used mixed little fat free sour cream taco salad topping taste reminds lot sauce taco bell chalupas serving size huge use lot less ounce like drops per taco want try taco bell sauce recommend trying one first delicious versatile
My dog loves this treat. She loves the taste of it and I like that it lasts a while. Other treats just do not last long with her including rawhides but with the Lickety Stik she gets approx 500 licks. She goes nuts every time I go to twist the top off of it and doesn't stop licking until I finally say that she's had enough. With any dog treat some dogs may not like it but I think it's worth a try to purchase Lickety Stik for your dog at least one time. I have found one problem with this treat which is the roller ball doesn't roll so well sometimes. It gets to one point where my dog licks it and it stops turning which annoys her and annoys me as well because I have to get my hands all messy trying to fix the roller. This is the only gripe I have with this treat but it is also why I deducted one star from the overall review.,4,1317859200,dog loves treat loves taste like lasts treats last long including rawhides lickety stik gets approx licks goes nuts every time go twist top doesnt stop licking finally say shes enough dog treat dogs may like think worth try purchase lickety stik dog least one time found one problem treat roller ball doesnt roll well sometimes gets one point dog licks stops turning annoys annoys well get hands messy trying fix roller gripe treat also deducted one star overall review
"I make my own Indian curry from scracth in a mortar and pestel.  I buy Chinese, Korean and Thai curry.  Thai Kitchen used to have a good red and green Thai curry but something has changed for the worse.  Now there is almost no heat or flavor -- it's just salty and not even hot.<br /><br />A Taste of Thai Red Curry packs a punch and is very flavorful.  A far superior product to Thai Kitchen's competitive products.  Thai cooking is super easy with a few ingredients:<br />  1) Peanut (or vegetable oil)<br />  2) Red Curry to taste<br />  3) Coconut Milk (I use Lite)<br />  4) Protein(tofu, meat, seafood, etc.)<br />  5) Vegetables (carrots, string beans, etc.)<br />  6) Basil and/or cilantro<br />  7) Vietnamese fish sauce (you need this!)<br /><br />Stir-fry oil, curry, protein(s) and vegetables until just cooked.  Add coconut milk and fish sauce heating quickly.  Serve immediately and garnish with basil/cilantro.  You'll think that you're at you favorite Thai restarant.",5,1239753600,make indian curry scracth mortar pestel buy chinese korean thai curry thai kitchen used good red green thai curry something changed worse almost heat flavor salty even hotbr br taste thai red curry packs punch flavorful far superior product thai kitchens competitive products thai cooking super easy ingredientsbr peanut vegetable oilbr red curry tastebr coconut milk use litebr proteintofu meat seafood etcbr vegetables carrots string beans etcbr basil andor cilantrobr vietnamese fish sauce need thisbr br stirfry oil curry proteins vegetables cooked add coconut milk fish sauce heating quickly serve immediately garnish basilcilantro youll think youre favorite thai restarant
"My Doctor told me to drink this green tea for weight lost.  It was hard to find and when you did it cost at least $5.50.  Being as I have used amazon for other purchases I checked on my tea, Wow less than $3.00 a box, and it comes every month to my door.",2,1246838400,doctor told drink green tea weight lost hard find cost least used amazon purchases checked tea wow less box comes every month door
The service from BeverageGourmet was excellent. The flavor of the mango however was horrible. It tastes nothing like real mango.,2,1277164800,service beveragegourmet excellent flavor mango however horrible tastes nothing like real mango
"My 2yr old JRT cross is a picky eater for a dog, but loves this stuff. Half of the first bag gone with no issues.",5,1295568000,yr old jrt cross picky eater dog loves stuff half first bag gone issues
"I'm always skeptical of ratings with all 5 stars.  This stuff is FABULOUS.  its flavorful and light.  it really tastes like fresh, raw almonds.  No oil to mix.  I wish this was a subscribe and save item!",5,1344470400,im always skeptical ratings stars stuff fabulous flavorful light really tastes like fresh raw almonds oil mix wish subscribe save item
This particular flavor got mixed reviews from my twins..One loved it the other hated it. That's why I gave it 4 stars instead of 5.,4,1316995200,particular flavor got mixed reviews twinsone loved hated thats gave stars instead
"I purchased these Brazil Nuts from bergin two months ago. They are THE BEST!!! Bergin Nut Company is hands down the nut provider of choice. Now, I have to see if they have pistachio nuts.",5,1348963200,purchased brazil nuts bergin two months ago best bergin nut company hands nut provider choice see pistachio nuts
"Love these! Well, because...we have 3 dogs (2 were unplanned children ;-) & our 60-LB German Shepherd AND our 40-LB we-have-no-clue-what-she-is dog have both choked on various shapes & sizes of rawhides. The Shepherd choked so badly that, this time, it wouldn't come up. She couldn't cough & started to literally choke to death. I actually straddled her back, attempting the only thing I  knew how to do - the human Heimlich Maneuver! Like where exactly is a dog's sternum, anyway? Well, I tried anyway and thank God it finally did dislodge & we got it out! Was it the Heimlich? I don't know. Probably not. I mean, she still won't tell me... After all, I guess it was very traumatic for her.<br /><br />But in all seriousness, what I do know, is that was the last time any of my dogs have had any kind of regular rawhide bones! Which, I really wanted to let everyone know of my personal experiences; I believe anybody who is at all concerned about giving their dogs rawhides and/or experiencing a similar problem is on the right track to avoid them.<br /><br />Our small part Chihuawa/part something else, first 2 times in-a-row, threw up repeatedly w/rawhide pieces and w/foam. He was VERY sick the 3rd time, so we definitely stopped that! The ONLY kind I did finally take a chance with were granulated rawhide munchy sticks, & they're all fine w/these; though I'm still nervous about them choking on a piece, but neither of them have had any problems with Boodas so far, & they don't swell up in their throats like regular rawhides.<br /><br />So, now... It's Booda Bones!<br /><br />Yes, they are a bit on the pricey side, especially for my 2 larger aggressive chewers. I agree with some other reviewers that they are not very long-lasting. But it's all I'll give them now. But, for my half Chihuahua/half something else(20lbs), I give him the smallest ones and they are like mega-saurus bones for him(it is my hope that the manufacturer will start selling these in bulk packages, for less $). I get 3 different sizes for my 3 different whatever-they-are-dogs. They absolutely love them! This includes the assorted flavors, the bacon-flavored, and the yogurt-flavored. Whichever is cheaper at the time and shipped by Amazon.<br /><br />And I owe a big thank you to Brian Amazon, all of you for all of your reviews, Booda Bones, and Amazon!<br /><br />** Confession: This was originally a comment I posted to a reviewer by the name of ""Brian Amazon"" a long time ago. I have been buying Bones from Amazon, and, only Booda Bones, ever since. They are so great that I've been wanting to write a review, & now finally have the chance to (I have, however, resorted to copying and pasting much of my original [brief... LOL] comment, with some editing).",5,1331078400,love well becausewe dogs unplanned children lb german shepherd lb wehavenocluewhatsheis dog choked various shapes sizes rawhides shepherd choked badly time wouldnt come couldnt cough started literally choke death actually straddled back attempting thing knew human heimlich maneuver like exactly dogs sternum anyway well tried anyway thank god finally dislodge got heimlich dont know probably mean still wont tell guess traumatic herbr br seriousness know last time dogs kind regular rawhide bones really wanted let everyone know personal experiences believe anybody concerned giving dogs rawhides andor experiencing similar problem right track avoid thembr br small part chihuawapart something else first times inarow threw repeatedly wrawhide pieces wfoam sick rd time definitely stopped kind finally take chance granulated rawhide munchy sticks theyre fine wthese though im still nervous choking piece neither problems boodas far dont swell throats like regular rawhidesbr br booda bonesbr br yes bit pricey side especially larger aggressive chewers agree reviewers longlasting ill give half chihuahuahalf something elselbs give smallest ones like megasaurus bones himit hope manufacturer start selling bulk packages less get different sizes different whatevertheyaredogs absolutely love includes assorted flavors baconflavored yogurtflavored whichever cheaper time shipped amazonbr br owe big thank brian amazon reviews booda bones amazonbr br confession originally comment posted reviewer name brian amazon long time ago buying bones amazon booda bones ever since great ive wanting write review finally chance however resorted copying pasting much original brief lol comment editing
"I've tried a lot of bars and crackers and with seeds - this is the only one I've really liked. Usually products with lots of seeds just don't taste good. This one is nice and moist and a nice seedy texture. It's true the flavor is not very strong, but there's a hint of peanut butter and a hint of chocolate. I don't taste overwhelming dates like I do with Lara bars - I just can't stand those anymore. Of course these ARE expensive - twice as much as most others - but the others don't give to charity with each purchase, so clearly that's why. If you like bars with seeds and the charitable aspect appeals to you, these are definitely worth trying. I would agree that trying one at WF first is a good idea because they ARE pricey.",4,1342828800,ive tried lot bars crackers seeds one ive really liked usually products lots seeds dont taste good one nice moist nice seedy texture true flavor strong theres hint peanut butter hint chocolate dont taste overwhelming dates like lara bars cant stand anymore course expensive twice much others others dont give charity purchase clearly thats like bars seeds charitable aspect appeals definitely worth trying would agree trying one wf first good idea pricey
"I bought spry gum because it was cheaper. Well, it tasted okay, but it was nothing spectacular. The worst part, it was made in China and imported. I found Xylichew and ordered it. Wow! Xylichew has a much stronger, fresher taste that lasts longer. Xylichew does not get mushy and stringy after chewing for an extended period of time. Xylichew is not made in China. I feel that Xylichew is worth the extra money. I chew it faithfully after every meal and usually several times a day because I love the taste. I used subscribe and save and I have it sent to me monthly. Highly recommend Xylichew!!!!!",5,1212278400,bought spry gum cheaper well tasted okay nothing spectacular worst part made china imported found xylichew ordered wow xylichew much stronger fresher taste lasts longer xylichew get mushy stringy chewing extended period time xylichew made china feel xylichew worth extra money chew faithfully every meal usually several times day love taste used subscribe save sent monthly highly recommend xylichew
"I love the Sensible Foods snack line, but these are not as good as the rest of their products.  I found them to be a little bland.  I gave them to my vegetarian friend who loved them so maybe if you love soy nuts then you'll love them too.",3,1178928000,love sensible foods snack line good rest products found little bland gave vegetarian friend loved maybe love soy nuts youll love
love this tea.  the flavor is great and lasts for cup after cup.  the price is also great,5,1222041600,love tea flavor great lasts cup cup price also great
"My dog won't eat these things. I can offer her nothing else to eat all day and she still will literally turn her back and walk away from these things. I tried gifting them to another small dog owner, only to find they are warned against as a choking hazard. Turns out they are so gummy that they sometimes get stuck in a dog's throat and choke the poor thing to death. Maybe my dog knew something I didn't... or maybe they just don't taste or smell that good to some dogs. Buyer beware. (Message me if you want an almost full 96 count box for just the cost of shipping, since if you are going to buy them, I hate to throw away something someone else can use.)",1,1347667200,dog wont eat things offer nothing else eat day still literally turn back walk away things tried gifting another small dog owner find warned choking hazard turns gummy sometimes get stuck dogs throat choke poor thing death maybe dog knew something didnt maybe dont taste smell good dogs buyer beware message want almost full count box cost shipping since going buy hate throw away something someone else use
My friend brought me some of this stuff from Jamaica. It is so good and spicy. I love the flavor of it too. Good Jamaican hot sauce!,5,1261440000,friend brought stuff jamaica good spicy love flavor good jamaican hot sauce
"This is nothing like the real thing ! I am unable to understand why the amount of positive reviews .<br />I bought this since I was unable to find Mustaphas in Wegmans supermarket here in NY.<br />To buy Mustaphas online is expensive !! product price not so bad, but when  the shipping is added it is quite pricey ( but well worth every cent)<br />please trust me on this it is worth it ! I buy mine in the pack of three saves a bit and I use them quickly , However if you really enjoy Mina and are 5 star happy with it great !! I am happy for you.<br />But I can say this with complete honesty once you have tried Mustaphas I doubt you will ever want to buy any other . So How do I describe how wonderful a product Mustaphas Moccican Harissa is ?and how the two compare ( they are so different )<br />Mina is thin weak almost tasting like it came from a can .<br />Mustaphas is thick almost as thick as tomato paste with a beautiful deep rich flavor and color which is beautiful, the heat is wonderful, ( you must be able to enjoy the heat) but it is not just raw heat, it is flavor a depth of flavor that almost allows you to picture Mustaphas being made in small homemade batches by artisans who know the taste they are crafting  the flavor will transport you ( no magic carpet required ) and you will find so many uses for it .again the flavor is rich sumptuous the level of heat can be adjusted by the amount you use it takes very little to enjoy the rich flavor and it melds with everything but it is hot .<br />I could not find anything that I could use Mina on, I tried, it was 9.00 for the jar and I felt I must try top like it but in the end I yet threw away a nearly full jar of Mina in a household where even the youngest grandchildren love hot sauces and Harissa ( in small amounts )<br />no one at all liked the Mina product !! My fridge has many bottles of hot sauces, We go through so many, a big favorite is Marie Sharps one of the most flavorful hot sauces We have ever had discovered it years ago when in Belize. I say this so that I might offer you a reference point of my personal taste .I do not mean to compare them as similar products, both are quite different except for astounding flavor, uniqueness, and quality .I hope that this review helps ( and that you will forgive the gramatical errors ).Please check out Mustaphas available on the Amazon site the jar does not show the name in a pronounced way the print that shows the name of the brand is small the words Morrican Harissa might help identify or just do a search . but look for it, try it, do not judge Harissa by Mina !! there can be no comparison between the two .If you are happy with Mina so be it .but if it is the only one you have tried then try Mustaphas take a chance, just be ready to buy a lot of it since you will find so many uses for it, and you will miss it when you run out to be sure .Thanks for listening to sum it up ,I do not like the Mina product at all !! I will not belittle it anymore than I have .I would rather offer you positives and Mustaphas is that positive to be sure .Thanks again",1,1336521600,nothing like real thing unable understand amount positive reviews br bought since unable find mustaphas wegmans supermarket nybr buy mustaphas online expensive product price bad shipping added quite pricey well worth every centbr please trust worth buy mine pack three saves bit use quickly however really enjoy mina star happy great happy youbr say complete honesty tried mustaphas doubt ever want buy describe wonderful product mustaphas moccican harissa two compare different br mina thin weak almost tasting like came br mustaphas thick almost thick tomato paste beautiful deep rich flavor color beautiful heat wonderful must able enjoy heat raw heat flavor depth flavor almost allows picture mustaphas made small homemade batches artisans know taste crafting flavor transport magic carpet required find many uses flavor rich sumptuous level heat adjusted amount use takes little enjoy rich flavor melds everything hot br could find anything could use mina tried jar felt must try top like end yet threw away nearly full jar mina household even youngest grandchildren love hot sauces harissa small amounts br one liked mina product fridge many bottles hot sauces go many big favorite marie sharps one flavorful hot sauces ever discovered years ago belize say might offer reference point personal taste mean compare similar products quite different except astounding flavor uniqueness quality hope review helps forgive gramatical errors please check mustaphas available amazon site jar show name pronounced way print shows name brand small words morrican harissa might help identify search look try judge harissa mina comparison two happy mina one tried try mustaphas take chance ready buy lot since find many uses miss run sure thanks listening sum like mina product belittle anymore would rather offer positives mustaphas positive sure thanks
"A delicious great tasting product by Pepperidge Farm that normally cost you $2.49 per bag, sometimes on sale at the supermarket 2 for $4.00, but I picked my Pepperidge Farm Chocolate Graham Goldfish Crackers (Pack Of 8) through Warehouse Deals fulfilled by Amazon.com and shipped free to my home for an awesome price of ONLY $10.63!!! If you can get a deal like this I highly suggest purchasing it right away! If not, no worries and try getting it a little more than my bargain for no more $13.00 in my opinion, seeing as if you were to pay the retail suggested price on bag for $2.49 X 8 = $19.92 would still be a bargain if you look at it this way like I do! Good Luck and happy bargain shopping, ENJOY!!!",5,1323993600,delicious great tasting product pepperidge farm normally cost per bag sometimes sale supermarket picked pepperidge farm chocolate graham goldfish crackers pack warehouse deals fulfilled amazoncom shipped free home awesome price get deal like highly suggest purchasing right away worries try getting little bargain opinion seeing pay retail suggested price bag x would still bargain look way like good luck happy bargain shopping enjoy
"Excellent Product!  Great taste!  Perfect portion!<br /><br />Only 100 calories in a bag.  I microwave it for 1:30 and it comes out perfect each time.<br /><br />Fills a medium tupperware bowl.<br /><br />And it was an very good value!  Only $8.98 for 3 boxes, shipped! ONLY 30 cents for each bag!",5,1333843200,excellent product great taste perfect portionbr br calories bag microwave comes perfect timebr br fills medium tupperware bowlbr br good value boxes shipped cents bag
"I'm a big time coffee drinker and I tend to like my coffee strong and Tully's French Roast blend delivers! I'm not going to go into all the details about how it taste like ""this or that"" because everybody's taste are different. But if you like a strong, not bitter, cup of coffee that will get you going in the morning, then this is for you.",5,1350000000,im big time coffee drinker tend like coffee strong tullys french roast blend delivers im going go details taste like everybodys taste different like strong bitter cup coffee get going morning
"I purchased Zuke's mini naturals in the Chicken flavor based on all the amazing reviews I had read on Amzon.com. Not only I was so pleased with thisproduct, so was my lil 4 months old lab pup! My husband and I used these mini treats for training and rewarding. The product was a great value as well. Just because each individual treat was so tiny and there were so many of them in one bag...it would've lasted a lot longer...if my mischeivious pupppy didn't get into the bag when my husband and I were gone...Yes, he loved these treats SO much, maybe too much that he ATE the ENTIRE BAG!!!! I was really concerned at first when we found out he had eaten almost a full bag (I bought the 1 lb bag about 2 weeks ago, so it wasn't completed full but there were still A TON of left in the bag). But, I was a little bit relieved knowing at least this product was made out of all natural and high quality ingredients. The only reason I didn't give it a 5 start was although the treats were made out of all natural and high quality ingredients, the smell was AWEFUL! My husband wouldn't even reach into the bag to get the treats...and after I gave these treats to my puppy, I had to wash my hands to get the smell off. That was my only complain about this product, otherwise, AWESOME product! I didn't plan on purchasing another 1 pound bag that soon but since my pup ate em all, I'll have to buy it AGAIN!",4,1309046400,purchased zukes mini naturals chicken flavor based amazing reviews read amzoncom pleased thisproduct lil months old lab pup husband used mini treats training rewarding product great value well individual treat tiny many one bagit wouldve lasted lot longerif mischeivious pupppy didnt get bag husband goneyes loved treats much maybe much ate entire bag really concerned first found eaten almost full bag bought lb bag weeks ago wasnt completed full still ton left bag little bit relieved knowing least product made natural high quality ingredients reason didnt give start although treats made natural high quality ingredients smell aweful husband wouldnt even reach bag get treatsand gave treats puppy wash hands get smell complain product otherwise awesome product didnt plan purchasing another pound bag soon since pup ate em ill buy
"My husband loves these.  They are pretty good.  They are moist so they are not like ""real"" jerky in that sense but otherwise the texture is very similar.  I wish they had a variety that wasn't so sweet but I definitely recommend trying some before getting an entire package - luckily I got to try each of them, which are all good.",4,1286150400,husband loves pretty good moist like real jerky sense otherwise texture similar wish variety wasnt sweet definitely recommend trying getting entire package luckily got try good
"Bought a bunn single cup, shopping around trying to get a great cup of coffee out of the thing, someone wrote these Folgers singles fit, and that they were great, bought a bunch since cheaper than pods (and the refillable pod thing I bought won't fit), and it's just instant with a little ground coffee added, tastes like instant. Whoopie, $100 machine used for hot water, and irritating packaging all for a cup of instant. Jeez",1,1315699200,bought bunn single cup shopping around trying get great cup coffee thing someone wrote folgers singles fit great bought bunch since cheaper pods refillable pod thing bought wont fit instant little ground coffee added tastes like instant whoopie machine used hot water irritating packaging cup instant jeez
"I have a very picky older female cat. Her poor stomach can't handle rich foods, but this tuna & egg in sauce flaked food is her favorite. The younger one also loves it, and they both wait every morning for their shared can. I have tried many, many varieties over the years, including the salmon, chicken and ocean whitefish that Friskies also offers. The tuna & egg is the best, and it helps give them both a shiny coat. I highly recommend this cat food. -Amanda",5,1324857600,picky older female cat poor stomach cant handle rich foods tuna egg sauce flaked food favorite younger one also loves wait every morning shared tried many many varieties years including salmon chicken ocean whitefish friskies also offers tuna egg best helps give shiny coat highly recommend cat food amanda
"I was excited to see a reasonably priced pyramid shaped teabag by Lipton.  Previous experience with this concept in teabag design was very postitive, rich-tasting.  This paricular product fell flat in the taste department.  If it didn't turn the water brown, I'd swear there was no tea in it.  Even two teabags in the cup failed to produce noticeable flavor.  I'm doubling them up anyway now just to finish off the case.",1,1306627200,excited see reasonably priced pyramid shaped teabag lipton previous experience concept teabag design postitive richtasting paricular product fell flat taste department didnt turn water brown id swear tea even two teabags cup failed produce noticeable flavor im doubling anyway finish case
"I add this to coffee and make iced lattees.  This is a real mocha flavor and is so cramy when using milk instead of water.  I use lowfat to watch the calorie intake.  An excellent product hot or cold.  I hunt this down and buy it whenever I find it.  Sometime Amazon is out of stock, but I keep a look-out for it.  Better than other mixes because it contains no hydrogenated oils.  Yummy!!!",5,1247788800,add coffee make iced lattees real mocha flavor cramy using milk instead water use lowfat watch calorie intake excellent product hot cold hunt buy whenever find sometime amazon stock keep lookout better mixes contains hydrogenated oils yummy
"This stuff is amazing.  I just want to continuously comment about it.  It is wonderful.  I wish I had a life, but ever since I tried this tea, all I do is walk around commenting about it.",5,1249689600,stuff amazing want continuously comment wonderful wish life ever since tried tea walk around commenting
"Couple points to make about this.<br /><br />1) I don't think that any product that contains astronomical levels of sugar should be able to legally be sold under the label ""Snack WELLs"".<br /><br />2) I'm a huge sweets fan (and actually i'm partial to food in general). I don't eat healthy or in moderation. But I had a hard time finishing this minuscule bag of fudge-covered, caramel-coated popcorn in a single setting. I mean really? Do we need to add something to caramel corn to make it taste good? This is just like other American food trends, like the double bacon, extra cheesy, onion ring whopper. NOT NECESSARY. The equation of (great tasting food 1 + great tasting food 2) = food that tastes better than either food 1 or 2 does not always hold true.<br /><br />I would suggest eating this at your dentist so they can just give you a filling right after you're done eating it.",2,1304812800,couple points make thisbr br dont think product contains astronomical levels sugar able legally sold label snack wellsbr br im huge sweets fan actually im partial food general dont eat healthy moderation hard time finishing minuscule bag fudgecovered caramelcoated popcorn single setting mean really need add something caramel corn make taste good like american food trends like double bacon extra cheesy onion ring whopper necessary equation great tasting food great tasting food food tastes better either food always hold truebr br would suggest eating dentist give filling right youre done eating
"These bars are great - and I am not even particularly fond of cranberries. They are not overly sweet (I can't quite stomach chocolate early in the morning), but provide a good, solid start to the day. They are my favorite breakfast bar right now, and for those who do like cranberries, you will love these.",5,1334188800,bars great even particularly fond cranberries overly sweet cant quite stomach chocolate early morning provide good solid start day favorite breakfast bar right like cranberries love
